TimeStamp,TimeStarted,DateStarted,Coder,ArticleID,ArticleIssues,ArticleLanguage,JIF,StudyType,PreReg,PreRegWhere,PreRegAccess,PreRegAspects,RawData,RawDataAvl,RawDataWhere,RawDataAccess,RawDataDocument,ProcessData,ProcessDataWhere,ProcessDataAccess,ProcessDataDocument,AnalysisScript,AnalysisScriptWhere,AnalysisScriptAccess,Materials,MaterialsWhere,MaterialsAccess,COI,Replication,OA,TimeEnded,DateEnded,CountryAuthor,EmpiricalStudyData,JIFYear,Year,year_split,clickable_doi,coder,round2_coder,Source.title,Agree,c
2022-02-28T21:39:47.401Z,1899-12-31T21:25:00Z,2022-02-28T00:00:00Z,AB,a8046b54,There are no issues,Slovene,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Available from a third party,No,Unclear,"Yes, the statement says that the processed data are available","An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:39:00Z,2022-02-28T00:00:00Z,Slovenia,Corpus study,,2019,After-OS,http://doi.org/10.17161/1808.29671,ab,,Slovenski Jezik,TRUE,
2022-02-28T21:56:47.762Z,1899-12-31T21:40:00Z,2022-02-28T00:00:00Z,AB,cb42972d,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,Link to the corpus provided but not to the part that was used,Link to the corpus provided but not to the part that was used,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:56:00Z,2022-02-28T00:00:00Z,USA,Corpus study,,2019,After-OS,http://doi.org/10.1016/j.system.2019.102116,ab,,System,TRUE,
2022-02-28T22:29:17.609Z,1899-12-31T22:15:00Z,2022-02-28T00:00:00Z,AB,6704ab0b,There are no issues,Maay,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"Not applicable, qualitative analysis",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:29:00Z,2022-02-28T00:00:00Z,USA,Field study or language description,,2019,After-OS,http://doi.org/10.3989/LOQUENS.2019.063,ab,,Loquens,TRUE,
2022-02-28T22:41:11.766Z,1899-12-31T22:35:00Z,2022-02-28T00:00:00Z,AB,89f0a10f,There are no issues,Unclear,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Unclear,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:41:00Z,2022-02-28T00:00:00Z,Russia,Survey or interview,,2019,After-OS,http://doi.org/10.22055/rals.2019.15376,ab,,Journal of Research in Applied Linguistics,TRUE,
2022-02-28T22:55:33.263Z,1899-12-31T22:49:00Z,2022-02-28T00:00:00Z,AB,bafc1281,There are no issues,Polish,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T22:55:00Z,2022-02-28T00:00:00Z,South Africa,,,2019,After-OS,http://doi.org/10.1111/stul.12091,ab,,Studia Linguistica,TRUE,
2022-02-28T22:58:46.463Z,1899-12-31T22:56:00Z,2022-02-28T00:00:00Z,AB,07816a05,There are no issues,English,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T22:58:00Z,2022-02-28T00:00:00Z,Brasil,,,2019,After-OS,http://doi.org/10.1590/1984-6398201913553,ab,,Revista Brasileira de Linguistica Aplicada,TRUE,
2022-02-28T23:12:48.981Z,1899-12-31T17:10:00Z,2022-02-28T00:00:00Z,JC,07193b56,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"Yes, the statement says that the processed data are available",Upon request from the authors,No,The author states a codebook is available upon request,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Yes, materials or additional information about the method are freely available",Upon request from the authors,No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T17:12:00Z,2022-02-28T00:00:00Z,USA,Survey or interview,,2019,After-OS,http://doi.org/10.1108/JME-03-2018-0015,mr,,Journal for Multicultural Education,TRUE,
2022-02-28T23:16:16.999Z,1899-12-31T17:14:00Z,2022-02-28T00:00:00Z,JC,832b3f5a,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T17:16:00Z,2022-02-28T00:00:00Z,Taiwan,Observational study,,2018,After-OS,http://doi.org/10.30397/TJTESOL.201804_15(1).0002,mr,,Taiwan Journal of TESOL,TRUE,
2022-02-28T23:20:43.002Z,1899-12-31T23:06:00Z,2022-02-28T00:00:00Z,AB,e3042f06,There are no issues,Cross-linguistic,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,Link to the corpus provided but not to the exact raw data,Link to the corpus provided but not to the exact raw data,Link to the corpus provided but not to the exact raw data,Unclear,"Yes, the statement says that the processed data are available",Personal or institutional website,Yes,No,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T23:20:00Z,2022-02-28T00:00:00Z,Switzerland,Corpus study,,2018,After-OS,http://doi.org/10.11649/cs.1712,ab,,Cognitive Studies,TRUE,
2022-02-28T23:25:14.770Z,1899-12-31T23:21:00Z,2022-02-28T00:00:00Z,AB,4918b08b,There are no issues,Chinese,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T23:25:00Z,2022-02-28T00:00:00Z,Canada,,,2018,After-OS,http://doi.org/10.1515/sem-2016-0206,ab,tr,Semiotica,FALSE,
2022-02-28T23:27:49.902Z,1899-12-31T23:25:00Z,2022-02-28T00:00:00Z,AB,56f43bad,There are no issues,English,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T23:27:00Z,2022-02-28T00:00:00Z,UK,,,2019,After-OS,http://doi.org/10.1007/s11061-018-9583-7,ab,,Neophilologus,TRUE,
2022-02-28T23:34:37.250Z,1899-12-31T23:28:00Z,2022-02-28T00:00:00Z,AB,8183a3b8,There are no issues,Spanish,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Yes, materials or additional information about the method are freely available","An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T23:34:00Z,2022-02-28T00:00:00Z,USA,"Survey or interview, Intervention study",,2019,After-OS,http://doi.org/10.1111/flan.12391,ab,tr,Foreign Language Annals,FALSE,
2022-02-28T23:44:26.421Z,1899-12-31T23:35:00Z,2022-02-28T00:00:00Z,AB,714edbdd,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T23:44:00Z,2022-02-28T00:00:00Z,UK,"Experimental study, Survey or interview",,2019,After-OS,http://doi.org/10.1016/j.lingua.2019.06.006,ab,,Lingua,TRUE,
2022-03-01T13:59:31Z,1899-12-31T12:37:00Z,2022-03-01T00:00:00Z,LK,2e207f82,There are no issues,"British sign language, Nederlandse Gebarentaal and Swedish sign language",0.62,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Video,"Yes, the statement says that the raw data are available.",Available from a third party,Yes,No,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T12:59:00Z,2022-03-01T00:00:00Z,Netherlands,Corpus study,2020.0,2008,Pre-OS,http://doi.org/10.1075/sll.11.1.04cra,mr,,Sign Language and Linguistics (Online),TRUE,
2022-03-01T14:04:06.385Z,1899-12-31T13:01:00Z,2022-03-01T00:00:00Z,LK,50db91aa,There are no issues,English,0.441,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T13:03:00Z,2022-03-01T00:00:00Z,Singapore,,2010.0,2009,Pre-OS,http://doi.org/10.1080/14708470902748822,mr,,Language and Intercultural Communication,TRUE,
2022-03-01T14:05:42.686Z,1899-12-31T13:04:00Z,2022-03-01T00:00:00Z,LK,98e604d4,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T13:05:00Z,2022-03-01T00:00:00Z,,,,2009,Pre-OS,http://doi.org/10.1080/03634520802515713,mr,,Communication Education,TRUE,
2022-03-01T14:12:20.876Z,1899-12-31T13:08:00Z,2022-03-01T00:00:00Z,LK,6e7fcfb0,There are no issues,Universal,0.404,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:12:00Z,2022-03-01T00:00:00Z,Tanzania,Discourse analysis,2010,2008,Pre-OS,http://doi.org/10.2167/jmmd548.0,mr,jc,Journal of Multilingual and Multicultural Development,TRUE,
2022-03-01T14:20:06.002Z,1899-12-31T13:15:00Z,2022-03-01T00:00:00Z,LK,a5d06adb,There are no issues,"Russian, English",0.449,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:19:00Z,2022-03-01T00:00:00Z,Unclear,Corpus study,2008.0,2008,Pre-OS,http://doi.org/10.3138/cmlr.64.3.429,mr,,Canadian Modern Language Review,TRUE,
2022-03-01T14:31:27.699Z,1899-12-31T13:27:00Z,2022-03-01T00:00:00Z,LK,381dbc12,There are no issues,Japanese,0.484,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:31:00Z,2022-03-01T00:00:00Z,Australia,Field study or language description,2007.0,2008,Pre-OS,http://doi.org/10.1016/j.pragma.2007.06.004,mr,,Journal of Pragmatics,TRUE,
2022-03-02T11:38:57.339Z,1899-12-31T11:31:00Z,2021-03-02T00:00:00Z,TR,e20aae7a,There are no issues,English,1.603,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:38:00Z,2022-03-02T00:00:00Z,USA,Experimental study,2008.0,2008,Pre-OS,http://doi.org/10.1080/01690960701330936,mr,,Language and Cognitive Processes,TRUE,
2022-03-02T11:45:29.323Z,1899-12-31T11:39:00Z,2022-03-02T00:00:00Z,TR,2df0bfbc,There are no issues,English,0.688,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio, Video","Yes, the statement says that the raw data are available.",Available from a third party,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:45:00Z,2022-03-02T00:00:00Z,USA,discourse analysis,2009.0,2008,Pre-OS,http://doi.org/10.1177/1750481307085576,mr,,Discourse and Communication,TRUE,
2022-03-02T11:50:39.158Z,1899-12-31T11:45:00Z,2022-03-02T00:00:00Z,TR,96f6b2bd,There are no issues,"Standard Greek, Cypriot Greek",0.579,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:50:00Z,2022-03-02T00:00:00Z,Cyprus,observational study,2009.0,2009,Pre-OS,http://doi.org/10.1080/09500780802691744,mr,,Language and Education,TRUE,
2022-03-02T11:58:35.084Z,1899-12-31T11:53:00Z,2022-03-02T00:00:00Z,TR,285c0f1d,There are no issues,ESL,0.449,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:58:00Z,2022-03-02T00:00:00Z,Canada,observational study,2008.0,2008,Pre-OS,http://doi.org/10.3138/cmlr.64.3.377,mr,,Canadian Modern Language Review,TRUE,
