Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Friend, M., Keplinger, M.","7005070737; 7003296722","Reliability and validity of the Computerized Comprehension Task (CCT): Data from American English and Mexican Spanish infants",2008,"Journal of Child Language",35,"1",,77,98,,31,10.1017/S0305000907008264,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849027327&partnerID=40&md5=ea68e604c9fe76ddcdcd1034d3dd5f39",Article,Final,,Scopus,2-s2.0-37849027327
"Corrigan, R.","24922491300","Conveying information about adjective meanings in spoken discourse",2008,"Journal of Child Language",35,"1",,159,184,,6,10.1017/S0305000907008288,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849025575&partnerID=40&md5=446ded137ad0c7872bba0e499d3e7497",Article,Final,,Scopus,2-s2.0-37849025575
"Patael, S., Diesendruck, G.","6504623979; 6603131243","Intentions help children learn meaningful rules",2008,"Journal of Child Language",35,"1",,221,234,,2,10.1017/S0305000907008331,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849023556&partnerID=40&md5=ab9e4691a4be24c45b0f65caed7bb606",Article,Final,,Scopus,2-s2.0-37849023556
"Theakston, A.L., Lieven, E.V.M.","6602398593; 6603677998","The influence of discourse context on children's provision of auxiliary BE",2008,"Journal of Child Language",35,"1",,129,158,,21,10.1017/S0305000907008306,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849018458&partnerID=40&md5=b315c00acb580aef7c075643ee2f2782",Article,Final,,Scopus,2-s2.0-37849018458
"Booth, J., Vitkovitch, M.","36019043100; 6602791229","Perseverant responding in children's picture naming",2008,"Journal of Child Language",35,"1",,235,246,,3,10.1017/S030500090700832X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849013600&partnerID=40&md5=f13404bcd8edf133e84a133b7e76230d",Article,Final,,Scopus,2-s2.0-37849013600
"Rowe, M.L.","7202268588","Child-directed speech: Relation to socioeconomic status, knowledge of child development and child vocabulary skill",2008,"Journal of Child Language",35,"1",,185,205,,333,10.1017/S0305000907008343,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849008800&partnerID=40&md5=43e3ed617d34a5a97939dcc0a8da008e",Article,Final,,Scopus,2-s2.0-37849008800
"Pawlowska, M., Leonard, L.B., Camarata, S.M., Brown, B., Camarata, M.N.","22956019500; 7101816009; 7003713973; 55466147600; 6507521810","Factors accounting for the ability of children with SLI to learn agreement morphemes in intervention",2008,"Journal of Child Language",35,"1",,25,53,,17,10.1017/S0305000907008227,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849007165&partnerID=40&md5=818d989f6c75ac61c5f2331d3bf81f78",Article,Final,,Scopus,2-s2.0-37849007165
"Pine, J.M., Conti-Ramsden, G., Joseph, K.L., Lieven, E.V.M., Serratrice, L.","7006572840; 7003644785; 7202934436; 6603677998; 55944403500","Tense over time: Testing the Agreement/Tense Omission Model as an account of the pattern of tense-marking provision in early child English",2008,"Journal of Child Language",35,"1",,55,75,,23,10.1017/S0305000907008252,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849005439&partnerID=40&md5=cab3413ed6a4aab73e07af89856df1e2",Article,Final,,Scopus,2-s2.0-37849005439
"Hartinger, M., Mooshammer, C.","13610723500; 6507880294","Articulatory variability in cluttering",2008,"Folia Phoniatrica et Logopaedica",60,"2",,64,72,,3,10.1159/000114647,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849100534&partnerID=40&md5=fd1557ac41b608113de7d2a58ffc795d",Article,Final,Open Access,Scopus,2-s2.0-39849100534
"Chrobok, V., Pellant, A., Šram, F., Frič, M., Praisler, J., Prymula, R., Švec, J.G.","7003592641; 57197200360; 6701691487; 36701457300; 23670780600; 12761907600; 7005159689","Medialization thyroplasty with a customized silicone implant: Clinical experience",2008,"Folia Phoniatrica et Logopaedica",60,"2",,91,96,,3,10.1159/000114651,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849094899&partnerID=40&md5=599e173c66bbf92dbfff203683d01694",Article,Final,,Scopus,2-s2.0-39849094899
"Giovanni, A., Akl, L., Ouaknine, M.","18339821400; 12806916300; 6701377394","Postural dynamics and vocal effort: Preliminary experimental analysis",2008,"Folia Phoniatrica et Logopaedica",60,"2",,80,85,,10,10.1159/000114649,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849094162&partnerID=40&md5=67b0e91641712a1676b1d5df0be4ce66",Article,Final,Open Access,Scopus,2-s2.0-39849094162
"Hakkesteegt, M.M., Wieringa, M.H., Brocaar, M.P., Mulder, P.G.H., Feenstra, L.","14009451600; 6701845587; 6701447314; 7102374329; 7006412115","The interobserver and test-retest variability of the dysphonia severity index",2008,"Folia Phoniatrica et Logopaedica",60,"2",,86,90,,35,10.1159/000114650,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849093583&partnerID=40&md5=85bd518d23688580618652fe2211c23b",Article,Final,Open Access,Scopus,2-s2.0-39849093583
"Deliyski, D.D., Petrushev, P.P., Bonilha, H.S., Gerlach, T.T., Martin-Harris, B., Hillman, R.E.","8944791100; 6602311794; 23488168300; 23488629500; 6602502783; 7103042301","Clinical implementation of laryngeal high-speed videoendoscopy: Challenges and evolution",2008,"Folia Phoniatrica et Logopaedica",60,"1",,33,44,,113,10.1159/000111802,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949138852&partnerID=40&md5=2832cf28f6caac7ae8ab9078502f3e08",Article,Final,Open Access,Scopus,2-s2.0-38949138852
"Kirk, C.","22951198600","Substitution errors in the production of word-initial and word-final consonant clusters",2008,"Journal of Speech, Language, and Hearing Research",51,"1",,35,48,,23,10.1044/1092-4388(2008/003),"https://www.scopus.com/inward/record.url?eid=2-s2.0-38849177639&partnerID=40&md5=d7b0e87d6648e3246a4c711c0fbfae0b",Article,Final,,Scopus,2-s2.0-38849177639
"Bavelas, J., Gerwing, J., Sutton, C., Prevost, D.","6601994032; 23479665600; 23480828000; 23480418200","Gesturing on the telephone: Independent effects of dialogue and visibility",2008,"Journal of Memory and Language",58,"2",,495,520,,96,10.1016/j.jml.2007.02.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649140216&partnerID=40&md5=171a1357bfb97f0349539bf204ea127b",Article,Final,,Scopus,2-s2.0-38649140216
"Lewandowsky, S., Farrell, S.","7003392492; 7102735582","Phonological similarity in serial recall: Constraints on theories of memory",2008,"Journal of Memory and Language",58,"2",,429,448,,37,10.1016/j.jml.2007.01.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649139903&partnerID=40&md5=eeacb27cf15267c9d877411942e6b019",Article,Final,,Scopus,2-s2.0-38649139903
"Kawamoto, A.H., Liu, Q., Mura, K., Sanchez, A.","35909841600; 55712150700; 23480286600; 55461639700","Articulatory preparation in the delayed naming task",2008,"Journal of Memory and Language",58,"2",,347,365,,26,10.1016/j.jml.2007.06.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649132621&partnerID=40&md5=79e53e10609c5e60cd80a82b5cf5f866",Article,Final,,Scopus,2-s2.0-38649132621
"Kielar, A., Joanisse, M.F., Hare, M.L.","23060789600; 6602547540; 7004601999","Priming English past tense verbs: Rules or statistics?",2008,"Journal of Memory and Language",58,"2",,327,346,,34,10.1016/j.jml.2007.10.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649129401&partnerID=40&md5=6269fce6bab717ece3fd952b711954e4",Article,Final,,Scopus,2-s2.0-38649129401
"Quinn, W.M., Kinoshita, S.","23480583400; 7402391524","Congruence effect in semantic categorization with masked primes with narrow and broad categories",2008,"Journal of Memory and Language",58,"2",,286,306,,33,10.1016/j.jml.2007.03.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649127272&partnerID=40&md5=d0e74f58811917acd45d309bfdb9be89",Article,Final,,Scopus,2-s2.0-38649127272
"Cortese, M.J., Khanna, M.M., White, K.K., Veljkovic, I., Drumm, G.","7006388161; 7006441273; 55040616000; 23111678800; 23110130300","The activation and monitoring of memories produced by words and pseudohomophones",2008,"Journal of Memory and Language",58,"2",,393,414,,3,10.1016/j.jml.2007.11.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649125573&partnerID=40&md5=c448084f05b49115ab4b16850d626a12",Article,Final,,Scopus,2-s2.0-38649125573
"Mather, M., Nesmith, K.","35612038600; 23098374500","Arousal-enhanced location memory for pictures",2008,"Journal of Memory and Language",58,"2",,449,464,,96,10.1016/j.jml.2007.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649117580&partnerID=40&md5=442f920f33702b68f50d650af4e7e966",Article,Final,,Scopus,2-s2.0-38649117580
"Hartsuiker, R.J., Bernolet, S., Schoonbaert, S., Speybroeck, S., Vanderelst, D.","6603917526; 21833857800; 6505704207; 23480249800; 23480664700","Syntactic priming persists while the lexical boost decays: Evidence from written and spoken dialogue",2008,"Journal of Memory and Language",58,"2",,214,238,,147,10.1016/j.jml.2007.07.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649114718&partnerID=40&md5=06d142de937701d3b3096fbd492bfff5",Article,Final,,Scopus,2-s2.0-38649114718
"Joordens, S., Ozubko, J.D., Niewiadomski, M.W.","6603847973; 23095545600; 6603854434","Featuring old/new recognition: The two faces of the pseudoword effect",2008,"Journal of Memory and Language",58,"2",,380,392,,4,10.1016/j.jml.2007.07.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649114717&partnerID=40&md5=3f2ae89da20021288e2ef968f233e1a6",Article,Final,,Scopus,2-s2.0-38649114717
"Lewandowsky, S., Nimmo, L.M., Brown, G.D.A.","7003392492; 57194911958; 55606721863","When temporal isolation benefits memory for serial order",2008,"Journal of Memory and Language",58,"2",,415,428,,44,10.1016/j.jml.2006.11.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649113611&partnerID=40&md5=2d6f4643f4a6c4449fc4cfd4822f0abe",Article,Final,,Scopus,2-s2.0-38649113611
"Thibodeau, P., Durgin, F.H.","23480848700; 7006906286","Productive figurative communication: Conventional metaphors facilitate the comprehension of related novel metaphors",2008,"Journal of Memory and Language",58,"2",,521,540,,55,10.1016/j.jml.2007.05.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649113610&partnerID=40&md5=dfb97234ec984db6946a13b0d8854142",Article,Final,,Scopus,2-s2.0-38649113610
"Taft, M., Castles, A., Davis, C., Lazendic, G., Nguyen-Hoan, M.","7003673932; 6701787232; 55447671800; 23097505600; 23098464500","Automatic activation of orthography in spoken word recognition: Pseudohomograph priming",2008,"Journal of Memory and Language",58,"2",,366,379,,58,10.1016/j.jml.2007.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649112607&partnerID=40&md5=994a59faaa231d8ea16354940433ca20",Article,Final,,Scopus,2-s2.0-38649112607
"Snedeker, J., Yuan, S.","6603155929; 23480750800","Effects of prosodic and lexical constraints on parsing in young children (and adults)",2008,"Journal of Memory and Language",58,"2",,574,608,,102,10.1016/j.jml.2007.08.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649112322&partnerID=40&md5=dc48e2edecfb0ca27fd6ba50a29c5605",Article,Final,,Scopus,2-s2.0-38649112322
"McCabe, D.P.","8645640500","The role of covert retrieval in working memory span tasks: Evidence from delayed recall tests",2008,"Journal of Memory and Language",58,"2",,480,494,,87,10.1016/j.jml.2007.04.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649106482&partnerID=40&md5=c748ba56b2c1e990629367327aed9963",Article,Final,,Scopus,2-s2.0-38649106482
"Ito, K., Speer, S.R.","23479865700; 7004655026","Anticipatory effects of intonation: Eye movements during instructed visual search",2008,"Journal of Memory and Language",58,"2",,541,573,,134,10.1016/j.jml.2007.06.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649106163&partnerID=40&md5=2b7a5134d393536e37bb9fe0e51937d9",Article,Final,,Scopus,2-s2.0-38649106163
"Kreiner, H., Sturt, P., Garrod, S.","6603070857; 6603568971; 7004121632","Processing definitional and stereotypical gender in reference resolution: Evidence from eye-movements",2008,"Journal of Memory and Language",58,"2",,239,261,,40,10.1016/j.jml.2007.09.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649105532&partnerID=40&md5=223d0db0a04bb7ee1b61b9f06807a255",Article,Final,,Scopus,2-s2.0-38649105532
"Loft, S., Humphreys, M.S., Whitney, S.J.","7006963522; 7102392625; 23480891500","Control of access to memory: The use of task interference as a behavioral probe",2008,"Journal of Memory and Language",58,"2",,465,479,,14,10.1016/j.jml.2007.04.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649093045&partnerID=40&md5=e1588bfa76435905eef536d26956352b",Article,Final,,Scopus,2-s2.0-38649093045
"Gennari, S.P., MacDonald, M.C.","7005859173; 7401502117","Semantic indeterminacy in object relative clauses",2008,"Journal of Memory and Language",58,"2",,161,187,,95,10.1016/j.jml.2007.07.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649091710&partnerID=40&md5=4c0dcd532e3af0246dd795d84df2d956",Article,Final,,Scopus,2-s2.0-38649091710
"Ameel, E., Malt, B., Storms, G.","7801391908; 6603049189; 7003694842","Object naming and later lexical development: From baby bottle to beer bottle",2008,"Journal of Memory and Language",58,"2",,262,285,,51,10.1016/j.jml.2007.01.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649088618&partnerID=40&md5=2108903b3a9d33936778da1b8548df9c",Article,Final,,Scopus,2-s2.0-38649088618
"Thothathiri, M., Snedeker, J.","23480934200; 6603155929","Syntactic priming during language comprehension in three- and four-year-old children",2008,"Journal of Memory and Language",58,"2",,188,213,,102,10.1016/j.jml.2007.06.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649088616&partnerID=40&md5=4cf29d92626ceec380f5da02d102703a",Article,Final,,Scopus,2-s2.0-38649088616
"McCormick, S.F., Rastle, K., Davis, M.H.","7203063172; 6604064697; 57219322603","Is there a 'fete' in 'fetish'? Effects of orthographic opacity on morpho-orthographic segmentation in visual word recognition",2008,"Journal of Memory and Language",58,"2",,307,326,,77,10.1016/j.jml.2007.05.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649085046&partnerID=40&md5=8b5d7c778a33d082ab8c2764800ea62c",Article,Final,,Scopus,2-s2.0-38649085046
"Green, A.E., Fugelsang, J.A., Kraemer, D.J.M., Dunbar, K.N.","24512046300; 6603080729; 8212466500; 57217791053","The Micro-Category account of analogy",2008,"Cognition",106,"2",,1004,1016,,27,10.1016/j.cognition.2007.03.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37249061150&partnerID=40&md5=e22a4e1f7435749a7276607b27aa0c43",Article,Final,,Scopus,2-s2.0-37249061150
"Lorimor, H., Bock, K., Zalkind, E., Sheyman, A., Beard, R.","12806949300; 7202239632; 24578040700; 24577957600; 24362135500","Agreement and attraction in Russian",2008,"Language and Cognitive Processes",23,"6",,769,799,,49,10.1080/01690960701774182,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49649123893&partnerID=40&md5=f0cd27ac9d351105eee905f4b083bf16",Article,Final,,Scopus,2-s2.0-49649123893
"Kazanina, N., Dukova-Zheleva, G., Geber, D., Kharlamov, V., Tonciulescu, K.","6504392036; 24576511500; 24576214900; 24577810200; 24577947700","Decomposition into multiple morphemes during lexical access: A masked priming study of Russian nouns",2008,"Language and Cognitive Processes",23,"6",,800,823,,40,10.1080/01690960701799635,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49649111692&partnerID=40&md5=e371e73a6d6b60c90836492f218b95d4",Article,Final,,Scopus,2-s2.0-49649111692
"Iwasaki, N., Vinson, D.P., Vigliocco, G., Watanabe, M., Arciuli, J.","24577772100; 7005928441; 55919485500; 56321001500; 6507553271","Naming action in Japanese: Effects of semantic similarity and grammatical class",2008,"Language and Cognitive Processes",23,"6",,889,930,,7,10.1080/01690960801916196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49649111441&partnerID=40&md5=c1c64035dbf39b050464db91adf724aa",Article,Final,,Scopus,2-s2.0-49649111441
"Whitney, C.","7102342535","Supporting the serial in the SERIOL model",2008,"Language and Cognitive Processes",23,"6",,824,865,,35,10.1080/01690960701828202,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49649090397&partnerID=40&md5=94a5bc2f04781ccd7faa8b0f9ddb06df",Article,Final,,Scopus,2-s2.0-49649090397
"Myers, L., Botting, N.","7202503818; 56237530700","Literacy in the mainstream inner-city school: Its relationship to spoken language",2008,"Child Language Teaching and Therapy",24,"1",,95,114,,17,10.1177/0265659007084570,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40749141224&partnerID=40&md5=97d9ce3b5185fa354f635db47c00a716",Article,Final,,Scopus,2-s2.0-40749141224
"Mroz, M., Letts, C.","6701778115; 6603474702","Interview stories: Early years practitioners' experiences with children with speech, language and communication needs",2008,"Child Language Teaching and Therapy",24,"1",,73,93,,7,10.1177/0265659007084569,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40749129640&partnerID=40&md5=727ee55a891b1081f0df6fc74d487631",Review,Final,,Scopus,2-s2.0-40749129640
"Worth, S., Reynolds, S.","23977231100; 23976885600","The assessment and identification of language impairment in Asperger's syndrome: A case study",2008,"Child Language Teaching and Therapy",24,"1",,55,71,,5,10.1177/0265659007084568,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40749116093&partnerID=40&md5=b55daf384458001e5004c3b028309d30",Article,Final,,Scopus,2-s2.0-40749116093
"Sandberg, A.D., Liliedahl, M.","7202853837; 23975844300","Patterns in early interaction between young preschool children with severe speech and physical impairments and their parents",2008,"Child Language Teaching and Therapy",24,"1",,9,30,,14,10.1177/0265659007084566,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40749098184&partnerID=40&md5=506503d93af7e109408319c01a8793a8",Article,Final,,Scopus,2-s2.0-40749098184
