row_num,ID,clickable_doi,Title,Year,Authors,year_split,first_code_initials,first_code_include,first_code_reason,second_code_include,second_code_reason,second_code_initials
1267,,http://doi.org/10.1177/0033688218771380,Shadowing: What is It? How to Use It. Where Will It Go?,2019,"Hamada, Y.",After-OS,kc 116,Yes,NA,NA,NA,NA
1268,,http://doi.org/10.1016/j.jeap.2019.04.002,Factors influencing overseas learners’ Willingness to Communicate (WTC) on a pre-sessional programme at a UK university,2019,"Chichon, J.",After-OS,kc 117,Yes,NA,NA,NA,NA
1269,,http://doi.org/10.1080/07350198.2018.1395267,"‘Private Letters’ for Public Audiences: The Complexities of Ethos in Louise Clappe’s The Shirley Letters from the California Mines, 1851–1852",2018,"Bordelon, S.",After-OS,kc 118,No,literature,NA,NA,NA
1270,,http://doi.org/10.1515/cllt-2016-0061,Similarity is closeness: Using distributional semantic spaces to model similarity in visual and linguistic metaphors,2019,"Bolognesi, M., Aina, L.",After-OS,kc 119,Yes,NA,NA,NA,NA
1271,,http://doi.org/10.1017/S0272263118000037,ACADEMIC BUOYANCY,2018,"Yun, S., Hiver, P., Al-Hoorie, A.H.",After-OS,kc 120,Yes,NA,NA,NA,NA
1272,,http://doi.org/10.3758/s13414-017-1422-6,Representational momentum in dynamic facial expressions is modulated by the level of expressed pain: Amplitude and direction effects,2018,"Prigent, E., Amorim, M.-A., de Oliveira, A.M.",After-OS,kc 121,No,facial perception,NA,NA,NA
1273,,http://doi.org/10.1515/phil-2018-0002,"Achilles from homer to the masters of late archaic poetry, or: From pathos to Splendour",2019,"Peri, A.",After-OS,kc 122,No,literature,NA,NA,NA
1274,,http://doi.org/10.3989/LOQUENS.2019.063,Analyzing interspeaker variation in Maay,2019,"Paster, M.",After-OS,kc 123,Yes,NA,NA,NA,NA
1275,,http://doi.org/10.1016/j.poetic.2018.12.004,Demonstrating deservingness and dignity. Symbolic boundary work among Syrian refugees,2019,"Vandevoordt, R., Verschraegen, G.",After-OS,kc 124,No,literature,NA,NA,NA
1276,,http://doi.org/10.1016/j.specom.2018.02.005,Speech bottleneck feature extraction method based on overlapping group lasso sparse deep neural network,2018,"Luo, Y., Liu, Y., Zhang, Y., Yue, C.",After-OS,kc 125,Yes,NA,NA,NA,NA
1277,,http://doi.org/10.2478/stap-2018-0014,American indian languages in the eyes of 17th-century French and british missionaries,2018,"Kilarski, M.",After-OS,kc 126,Yes,NA,NA,NA,NA
1278,,http://doi.org/10.1007/s11145-017-9775-8,The contribution of phonological and morphological awareness in Chinese–English bilingual reading acquisition,2018,"Lin, C.Y., Cheng, C., Wang, M.",After-OS,kc 127,Yes,NA,NA,NA,NA
1279,,http://doi.org/10.1075/sar.17012.bej,Adult second language learners' social network development and perceived fluency gain in an intensive English program abroad,2019,"Bejarano, M., Dewey, D.P., Baker-Smemoe, W., Henrichsen, L.E., Hall, T.",After-OS,kc 128,Yes,NA,NA,NA,NA
1280,,http://doi.org/,The rule of law and the threat of civil disobedience in hong kong: Metaphorical structures in local media coverage,2019,"Cheng, W.",After-OS,kc 129,Yes,NA,NA,NA,NA
1281,,http://doi.org/10.3758/s13414-019-01798-1,Probability-driven and stimulus-driven orienting of attention to time and sensory modality,2019,"Menceloglu, M., Grabowecky, M., Suzuki, S.",After-OS,kc 130,No,cognition but not on language,NA,NA,NA
1282,,http://doi.org/10.18823/asiatefl.2018.15.4.22.1174,Critical multimodal discourse analyses of news discourse on facebook and youtube,2018,"Ng, C.W.",After-OS,kc 131,Yes,NA,NA,NA,NA
1283,,http://doi.org/10.1037/xlm0000725,The Role of Passing Time in Decision-Making,2019,"Evans, N.J., Hawkins, G.E., Brown, S.D.",After-OS,kc 132,No,cognition but not on language,NA,NA,NA
1284,,http://doi.org/10.1515/psicl-2019-0018,Statistical versus neural machine translation - a case study for a medium size domain-specific bilingual corpus,2019,"Jassem, K., Dwojak, T.",After-OS,kc 133,Yes,NA,NA,NA,NA
1285,,http://doi.org/10.13135/1825-263X/3363,Variations of the yamauba figure in murakumo no mura no monogatari (1987) by saegusa kazuko,2019,"Moro, D.",After-OS,kc 134,No,literature,NA,NA,NA
1286,,http://doi.org/10.5788/28-1-1463,An empirical study of EFL learners' dictionary use in Chinese–English translation,2018,"Liang, P., Xu, D.",After-OS,kc 135,Yes,NA,NA,NA,NA
1287,,http://doi.org/10.1177/0014585818755361,Bernari e Ortese nella Napoli del dopoguerra,2018,"Bernard, D.",After-OS,kc 136,No,not in English,NA,NA,NA
1288,,http://doi.org/10.1075/rcl.00041.wil,The source-path-goal image schema in gestures for thinking and teaching,2019,"Williams, R.F.",After-OS,kc 137,Yes,NA,NA,NA,NA
1289,,http://doi.org/10.1353/sip.2019.0015,"Milton’s ethos, English nationhood, and the fast-day tradition in areopagitica",2019,"Kennedy, C.",After-OS,kc 138,No,philology with emphasis on historical context but not on language itself,NA,NA,NA
1290,,http://doi.org/10.1007/s11049-017-9366-z,A unified analysis of the future as epistemic modality: The view from Greek and Italian,2018,"Giannakidou, A., Mari, A.",After-OS,kc 139,Yes,NA,NA,NA,NA
1291,,http://doi.org/10.1016/j.amper.2019.100050,Determinants of spelling proficiency in hearing and deaf graduate students: The presentation of medial glottal stop,2019,"Almusawi, H.M.",After-OS,kc 140,Yes,NA,NA,NA,NA
1292,,http://doi.org/10.1044/2018_LSHSS-17-0130,Language sample practices with children who are deaf and hard of hearing,2018,"Blaiser, K.M., Shannahan, M.A.",After-OS,kc 141,Yes,NA,NA,NA,NA
1293,,http://doi.org/10.1037/xlm0000741,Applying Fuzzy-Trace Theory to Attribute-Framing Bias: Gist and Verbatim Representations of Quantitative Information,2019,"Gamliel, E., Kreiner, H.",After-OS,kc 142,No,on cognition but not on language,NA,NA,NA
1294,,http://doi.org/10.1007/s11061-018-9552-1,"Hermeneutics of Lack of Lack and the Dyad of the (m)Other and the Shared Other, in Zemeckis’s Beowulf",2018,"Birlik, N.",After-OS,kc 143,No,film,NA,NA,NA
1295,,http://doi.org/10.1353/lan.2018.0069,The global dispreference for posterior voiced obstruents: A quantitative assessment of word-list data,2018,"Everett, C.",After-OS,kc 144,Yes,NA,NA,NA,NA
1296,,http://doi.org/10.1080/15235882.2019.1589604,Confronting ideologies: A discourse analysis of in-service teachers’ translanguaging stance through an ecological lens,2019,"Deroo, M.R., Ponzio, C.",After-OS,kc 145,Yes,NA,NA,NA,NA
1297,,http://doi.org/10.1556/084.001,That again: A multivariate analysis of the factors conditioning syntactic explicitness in translated English,2019,"Kruger, H.",After-OS,kc 146,Yes,NA,NA,NA,NA
1298,,http://doi.org/10.1515/sem-2018-0003,Semiotic alignment: Towards a dialogical model of interspecific communication,2019,"Ribó, I.",After-OS,kc 147,Yes,NA,NA,NA,NA
1299,,http://doi.org/,Leggere Anzaldúa con Foucault: Il Medesimo e l'Altro nelle Eterotopie delle Borderlands,2018,"Drago, M.",After-OS,kc 148,No,not in English,NA,NA,NA
1300,,http://doi.org/,The PIXI project Fostering awareness and critical reflection in the language learner,2018,"Mansfield, G.",After-OS,kc 149,Yes,NA,NA,NA,NA
1301,,http://doi.org/10.1080/14790718.2019.1632315,Multilingual boost vs. cognitive abilities: testing two theories of multilingual language learning in a primary school context,2019,"Berthele, R., Udry, I.",After-OS,kc 150,Yes,NA,NA,NA,NA
1302,,http://doi.org/10.1515/sem-2018-0081,Peirce on assertion and other speech acts,2019,"Bellucci, F.",After-OS,kc 151,Yes,NA,NA,NA,NA
1303,,http://doi.org/10.1093/notesj/gjy085,A source for robert browning's 'holy-cross day',2018,"Phelan, J.",After-OS,kc 152,No,literature,NA,NA,NA
1304,,http://doi.org/10.2989/16073614.2019.1692678,Passive and anticausative constructions: A new perspective to morphosyntax and lexical semantic interfaces,2019,"Mallya, A., Visser, M.",After-OS,kc 153,Yes,NA,NA,NA,NA
1305,,http://doi.org/10.17576/gema-2018-1803-12,Automatic multi-lingual script recognition application,2018,"Abu-Ain, W.A.K., Abdullah, S.N.H.S., Omar, K., Abd. Rahman, S.Z.",After-OS,kc 154,Yes,NA,NA,NA,NA
1306,,http://doi.org/10.1007/s11185-017-9187-z,The honorific third person plural in Slavic,2018,"Houtzagers, P.",After-OS,kc 155,Yes,NA,NA,NA,NA
1307,,http://doi.org/10.1037/xlm0000618,Semantic processes in preferential decision making,2019,"Bhatia, S.",After-OS,kc 156,No,on memory not on language,NA,NA,NA
1308,,http://doi.org/10.1007/s10462-017-9594-y,Comparison of algorithms to divide noisy phone sequences into syllables for automatic unconstrained English speaking proficiency scoring,2019,"Johnson, D.O., Kang, O.",After-OS,kc 157,Yes,NA,NA,NA,NA
1309,,http://doi.org/10.2478/stap-2019-0015,Change from above and resistance to change in the early prescriptive pronouncing dictionaries of english,2019,"Trapateau, N., Duchet, J.-L.",After-OS,kc 158,Yes,NA,NA,NA,NA
1310,,http://doi.org/,Locative verbs in Turkish: A psycholinguistic analysis,2019,"Kirmizi, G.D., Kirkici, B.",After-OS,kc 159,Yes,NA,NA,NA,NA
1311,,http://doi.org/10.1007/s11049-018-9416-1,A processing-based account of subliminal wh-island effects,2019,"Keshev, M., Meltzer-Asscher, A.",After-OS,kc 160,Yes,NA,NA,NA,NA
1312,,http://doi.org/10.1007/s10590-019-09229-6,Post-editing neural machine translation versus phrase-based machine translation for English–Chinese,2019,"Jia, Y., Carl, M., Wang, X.",After-OS,kc 161,Yes,NA,NA,NA,NA
1313,,http://doi.org/10.1016/j.lingua.2017.10.006,Semantic domains of demonstratives and articles: A view of deictic referentiality explored on the paradigm of Croatian demonstratives,2018,"Gärdenfors, P., Brala-Vukanović, M.",After-OS,kc 162,Yes,NA,NA,NA,NA
1314,,http://doi.org/10.1080/13825577.2019.1655244,"‘Plain, hamely, fife’: James Boswell’s shameful national masculinity",2019,"Rowland, M.",After-OS,kc 163,No,literature,NA,NA,NA
1315,,http://doi.org/10.1632/pmla.2018.133.3.654,Aging with austen,2018,"Lanser, S.S.",After-OS,kc 164,No,literature,NA,NA,NA
1316,,http://doi.org/10.30397/TJTESOL.201804_15(1).0002,Achievement differences and gender gaps in reading motivation: An examination of Taiwanese adolescent readers of english as a foreign language,2018,"Yau, J.-L.C., Lee, P.-Y.",After-OS,kc 165,Yes,NA,NA,NA,NA
1317,,http://doi.org/10.1007/s10462-017-9599-6,A survey on classification techniques for opinion mining and sentiment analysis,2019,"Hemmatian, F., Sohrabi, M.K.",After-OS,kc 166,Yes,NA,NA,NA,NA
1318,,http://doi.org/10.3366/tal.2018.0320,Saro-Wiwa's language of dissent: Translating between African Englishes,2018,"Kendall, J.",After-OS,kc 167,Unsure,It's on literature but it is about the language use.,NA,NA,NA
1319,,http://doi.org/10.1075/sic.00047.mun,Prosody: A feature of languages or a feature of speakers? Asturian and Castilian in the center of Asturias,2019,"Muñiz-Cachón, C.",After-OS,kc 168,Yes,NA,NA,NA,NA
1320,,http://doi.org/10.1080/13825577.2019.1640416,The return of the ‘real’ in Ali Smith’s Artful (2012) and How to Be Both (2014),2019,"Liebermann, Y.",After-OS,kc 169,No,literature,NA,NA,NA
1321,,http://doi.org/10.1080/0013838X.2018.1510621,Eimear McBride’s Ireland: A Case for Periodisation and the Dangers of Marketing Modernism,2018,"Gilligan, R.",After-OS,kc 170,No,literature,NA,NA,NA
1322,,http://doi.org/10.1080/0013838X.2018.1492230,The Price of Virtue for the Medieval Woman: Chastity and the Crucible of the Virgin,2018,"Dodson, K.",After-OS,kc 171,No,literature,NA,NA,NA
1323,,http://doi.org/10.1007/s10590-019-09235-8,A user study of neural interactive translation prediction,2019,"Knowles, R., Sanchez-Torron, M., Koehn, P.",After-OS,kc 172,Yes,NA,NA,NA,NA
1324,,http://doi.org/10.1162/coli_a_00343,Parsing Chinese sentences with grammatical relations,2019,"Sun, W., Chen, Y., Wan, X., Liu, M.",After-OS,kc 173,Yes,NA,NA,NA,NA
1325,,http://doi.org/10.1080/15362426.2019.1618056,Identity and Difference in Aelius Aristides’ “Regarding Sarapis”,2019,"Atwill, J.M., Portz, J.",After-OS,kc 174,No,literature,NA,NA,NA
1326,,http://doi.org/10.1515/pr-2016-0042,"Multimodal indexicality in Korean: \""doing deference\"" and \""performing intimacy\"" through nonverbal behavior",2019,"Brown, L., Winter, B.",After-OS,kc 175,No,nonverbal behavior study,NA,NA,NA
1327,,http://doi.org/10.1044/2017_JSLHR-L-16-0365,Cognitive profiles of finnish preschool children with expressive and receptive language impairment,2018,"Saar, V., Levänen, S., Komulainen, E.",After-OS,kc 176,Unsure,verbal reasoning and nonverbal reasoning,NA,NA,NA
1328,,http://doi.org/10.2478/jazcas-2019-0045,Colloquial Lexemes in Journalistic Texts,2019,"Jasinská, L.",After-OS,kc 177,Yes,NA,NA,NA,NA
1329,,http://doi.org/10.1159/000495785,"Speech, language, and communication in a public health context: A UK perspective with potential global application-An opinion piece",2019,"Enderby, P.M., Law, J.",After-OS,kc 178,No,public health,NA,NA,NA
1330,,http://doi.org/10.1086/701949,Discernment and dissent in the cynewulf poems,2019,"Lorden, J.A.",After-OS,kc 179,No,literature,NA,NA,NA
1331,,http://doi.org/10.1177/1461445618754420,‘What are you taking away with you?’ Closing radio counselling encounters by reviewing progress,2018,"Thell, N., Peräkylä, A.",After-OS,kc 180,No,Psychological radio counselling,NA,NA,NA
1332,,http://doi.org/,Universities at a crossroads and humanities at a dead end: What is the way forward?,2018,"Bhattacharya, A.",After-OS,kc 181,No Access,NA,NA,NA,NA
1333,,http://doi.org/10.1017/S027226311900041X,Emotions in incidental language learning,2019,"Miller, Z.F., Godfroid, A.",After-OS,kc 182,Yes,NA,NA,NA,NA
1334,,http://doi.org/10.1080/13556509.2017.1393122,"Theatre as a ‘translation zone’: multilingualism, identity and the performing body in the work of Teatro delle Albe",2018,"Marinetti, C.",After-OS,kc 183,No,literature,NA,NA,NA
1335,,http://doi.org/10.1002/trtr.1809,Hip-Hop Early Literacy in K–1 Classrooms,2019,"Meacham, S.J., Meacham, S., Thompson, M., Graves, H.",After-OS,kc 184,Yes,NA,NA,NA,NA
1336,,http://doi.org/,Îmblu or umblu: Remarks on variation of pronunciation in the moldovan dialect of romanian,2018,"Iepuri, V.B.",After-OS,kc 185,No Access,NA,NA,NA,NA
1337,,http://doi.org/10.1007/s11145-018-9837-6,The apple doesn’t fall from the tree: parents’ reading-related knowledge and children’s reading outcomes,2018,"Segal, A., Martin-Chang, S.",After-OS,kc 186,Yes,NA,NA,NA,NA
1338,,http://doi.org/10.1525/dcqr.2019.8.4.112,White liberals need to stop talking and start listening,2019,"Bates, B.R.",After-OS,kc 187,No Access,NA,NA,NA,NA
1339,,http://doi.org/10.1093/res/hgy066,Theatrical Gold Diggers: Fortune-Hunting and the Irish on and off the Eighteenth-Century Stage,2018,"Goring, P.",After-OS,kc 188,No,literature,NA,NA,NA
1340,,http://doi.org/,"Constructing, reconstructing and developing teacher identity in supportive contexts",2019,"Kaya, M.H., Dikilitaş, K.",After-OS,kc 189,Yes,NA,NA,NA,NA
1341,,http://doi.org/10.1016/j.jneuroling.2018.09.001,Are there similarities between emotional and familiarity-based processing in visual word recognition?,2019,"Kuchinke, L., Mueller, C.J.",After-OS,kc 190,Yes,NA,NA,NA,NA
1342,,http://doi.org/10.3758/s13414-019-01804-6,The second number-estimation elbow: Are visual numbers greater than 20 evaluated differently?,2019,"Portley, M., Durgin, F.H.",After-OS,kc 191,No,cognition but not on language,NA,NA,NA
1343,,http://doi.org/10.1515/ang-2018-0046,"Art, nature and the negotiation of memory in J. L. Carr's a month in the country",2018,"Martínez-Alfaro, M.J.",After-OS,kc 192,No,literature,NA,NA,NA
1344,,http://doi.org/10.1080/01596306.2016.1272546,Can difference make a difference? A critical theory discussion of religion in sexuality education,2018,"Sanjakdar, F.",After-OS,kc 193,No,cultural studies,NA,NA,NA
1345,,http://doi.org/10.1080/00787191.2018.1548126,"A blemish on the history of the Twentieth century? Legends and fabrications surrounding the mass cremations in the wake of the dresden air raids, February 1945",2018,"Weber, C.D.",After-OS,kc 194,No,history,NA,NA,NA
1346,,http://doi.org/10.1016/j.system.2017.12.006,Multimodal competence and effective interactive lecturing,2018,"Morell, T.",After-OS,kc 195,Yes,NA,NA,NA,NA
1347,,http://doi.org/10.1080/09571736.2016.1161061,Lots of games and little challenge–a snapshot of modern foreign language teaching in English secondary schools,2018,"Wingate, U.",After-OS,kc 196,Yes,NA,NA,NA,NA
1348,,http://doi.org/10.1007/s11196-017-9535-8,The Jurisprudence and Administration of Legal Interpreting in Hong Kong (1966–2016),2019,"Leung, E.S.M.",After-OS,kc 197,No,law,NA,NA,NA
1349,,http://doi.org/10.1093/ywcct/mbz001,Book/Medkia theory,2019,"Hyun, T.",After-OS,kc 198,No,cultural studies,NA,NA,NA
1350,,http://doi.org/10.7146/hjlcb.v59i1.117315,The diverse field of professional writing: Current perspectives on writing in the workplace,2019,"Schrijver, I., Leijten, M.",After-OS,kc 199,Unsure,professional writing,NA,NA,NA
1351,,http://doi.org/10.1515/jls-2018-2004,Propositions in theatre: Theatrical utterances as events,2018,"Bennett, M.Y.",After-OS,kc 200,Unsure,theater study but the emphasis is on language,NA,NA,NA
1352,,http://doi.org/10.1515/zaa-2019-0002,Narrating disability in literature and visual media: Introduction,2019,"Wohlmann, A., Rana, M.",After-OS,NA,NA,NA,NA,NA,NA
1353,,http://doi.org/10.1080/09588221.2017.1412324,Exploring TPACK-SLA interface: insights from the computer-enhanced classroom,2018,"Tseng, J.-J.",After-OS,NA,NA,NA,NA,NA,NA
1354,,http://doi.org/10.1111/ijal.12225,Finding variation: assessing the development of syntactic complexity in ESL Speech,2019,"Vercellotti, M.L.",After-OS,NA,NA,NA,NA,NA,NA
1355,,http://doi.org/10.3758/s13414-017-1425-3,Sound specificity effects in spoken word recognition: The effect of integrality between words and sounds,2018,"Strori, D., Zaar, J., Cooke, M., Mattys, S.L.",After-OS,NA,NA,NA,NA,NA,NA
1356,,http://doi.org/10.1177/1367006918798972,A code-switching asymmetry in bilingual children: Code-switching from Dutch to Frisian requires more cognitive control than code-switching from Frisian to Dutch,2019,"Bosma, E., Blom, E.",After-OS,NA,NA,NA,NA,NA,NA
